GTIN,GTIN_12_UPC,PRODUCT_DESCRIPTION,INVOICE_UPC_CASE,INVOICE_UPC_PACK,INVOICE_PACKAGE_DESCRIPTION
00855710004431,855710004431,REV NAT'S REVIVAL HARD APPLE 6/12C CARTON,11111111111,855710004431,REVEREND NATS-REVIVAL HARD CIDER 4/6/12OZ CANS
00853340008324,853340008324,WICKED WEED BREWING FREAK OF NATURE SIX PACK 12OZ CAN WRAP,11111111111,853340008324,WICKED WEED FREAK OF NATURE DOUBLE IPA 24/12 CAN 4/6
00085200600663,085200600663,WINE CB RSE CAN SPARKLING OTH 187 ML,85200660285,085200600663,WINE CUBE BUBBLES ROSE
00080432802540,080432802540,SEAGRAMS ESCAPES STRAWBERRY DAIQUIRI MALT BEVERAGE 4 CT 11 OZ LONG NECK BOTTLE CARTON 44.8 OZ,11111111111,080432802540,SEAGRAMS STRAW. DAIQURI 6/4/11.2
00083089660150,083089660150,JAGERMEISTER LIQUEUR 70PF 1L,83089660150,083089660150,JAGERMEISTER BAR
00081308004792,081308004792,AVA GRACE PINOT GRIGIO 12/375ML CAN,08130800479,081308004792,AVA GRACE P GRIGIO CN 12PK 375
00739958014509,739958014509,COPPOLA DIAMOND COLLECTION PINOT NOIR 12/750 ML,73995801450,739958014509,COPPOLA P NOIR DIAMOND 750ML
00085200001019,085200001019,SUTTER HOME FRE CHARDONNAY 12/750ML BOTTLE,85200101016,085200001019,FRE CHARD
10088232003188,088232003181,VENDANGE  PINOT GRIGIO TETRA 12/500ML,08823200318,088232003181,VENDANGE PINOT GRIGIO TETRA 50
00083085301187,083085301187,ESTANCIA PINOT NOIR MONTEREY 750ML BOTTLE,08308530118,083085301187,ESTANCIA P NOIR 750ML
00080686967668,080686967668,CZN AGED LIGHT 1000X12 40% RF 1B,80686967668,080686967668,CRUZAN LIGHT RUM
20085000029880,085000029886,BAREFOOT CELLARS FRUIT APPLE FRUITSCATO 6/1.5L BOTTLE,11111111111,085000029886,BAREFOOT APPLE MOSCATO 6/1.5L
00854764004268,854764004268,CALIPASO V CABERNET SAUVIGNON,11111111111,854764004268,CALIPASO CABERNET 2017 12/750
00022100001701,022100001701,PABST BLUE RIBBON BEER 12 CT 12 OZ CAN IN BOX 144 OZ,11111111111,022100001701,PABST BLUE RIBBON 2/12/12 PK CAN
00084279985657,084279985657,BELLA BOLLE MOSCATO D'ASTI 750ML BOTTLE,08427998565,084279985657,BELLA BOLLE MOSC D ASTI 6PK 75
00635985260394,635985260394,WHITE CLAW HARD SELTZER MANGO MALT BEVERAGE 1 CT 19 OZ CAN 19.2 OZ,11111111111,635985260394,WHITE CLAW MANGO 19.2OZ
10085000024963,085000024966,WINKING OWL WHITE BLEND 4/3.0L BOX,85000024966,085000024966,W WINKING OWL WHITE BLEN 3LT
00858945005044,858945005044,LOST FORTY SEASONAL 6 PACK 12 OZ CANS,11111111111,858945005044,LOST 40 PUNCHY BING BING CHERRY 4/6 12OZ CAN
00855721004420,855721004420,CASE OF THE MONDAYS SAMPLER 12OZ 12-PACK CAN,11111111111,855721004420,MONDAY NIGHT VARIETY 24/12 CAN 2/12
00080660957159,080660957159,MODELO ESPECIAL BEER 12 CT 12 OZ CAN IN BOX 144 OZ,11111111111,080660957159,MODELO 12PK CAN
00635985060741,635985060741,MIKES HARD SEASONAL MALT BEVERAGE 6 CT 11 OZ GLASS BOTTLE IN CRTN 67.2 OZ,63598506074,635985060741,MIKES TANGERINE 4/6/11.2 LN
30085000023489,085000023488,APOTHIC CA CRUSH 750ML BOTTLE,85000023488,085000023488,W APOTHIC CRUSH 750ML
00087692821021,087692821021,ANGRY ORCHARD CARRIER 6X12OZ BOTTLES ANGRY ORCHARD CRISP APPLE,11111111111,087692821021,AO CRISP APPLE 4/6 BTL
00684746355107,684746355107,JOHNY BOOTLEGGER SCARFACE SOUR RASPBERRY MALT BEVERAGE 1 CT 7 OZ GLASS BOTTLE 6.8 OZ,11111111111,684746355107,JOHNNY BOOTLEGGER RASPBERRY 24/200ML
00085200001040,085200001040,SUTTER HOME FRE PREMIUM RED 750ML BOTTLE,08520000104,085200001040,SUTTER FRE RED N/A 750ML
00864974000349,864974000349,NOBLE CIDER STANDARD BEARER' 12OZ 4-PACK,11111111111,864974000349,NOBLE STANDARD BEARER 6/4/12OZ CAN
00084279993713,084279993713,BELLA BOLLE ITALY PLATINUM PROSECCO 6/750ML BOTTLE,08427999371,084279993713,BELLA BOLLE PROSECCO    6PK WM
10083120003820,083120003823,FRANZIA  PINOT NOIR/CARMENERE 5L BOX,08312000382,083120003823,FRANZIA P NOIR CARM VINT SEL 5L
00635985260448,635985260448,WHITE CLAW HARD SELTZER RUBY GRAPEFRUIT MALT BEVERAGE 1 CT 19 OZ CAN 19.2 OZ,11111111111,635985260448,WHITE CLAW RUBY GRAPEFRUIT 12/19.2 CAN
00085000023105,085000023105,PROPHECY CAL PINOT NOIR 750 ML,11111111111,085000023105,PROPHECY PINOT NOIR 750
00085904514402,085904514402,MD 20/20 BANANA RED 12/750ML BOTTLE,08590451440,085904514402,MD 20/20 BANANA/RED 14%
00085200600090,085200600090,WINE CUBE MNDZA ARGT MALBEC 3.0 LTR,85200660629,085200600090,WINE CUBE MALBEC
00186682000238,186682000238,RJ ROCKERS SON OF A PEACH ALE 4/6/12OZ CAN,18668200023,186682000238,RJ ROCKERS SON OF A PEACH 4/6PK
00087692300502,087692300502,SAMUEL ADAMS CARRIER 6X12OZ BOTTLES SAMUEL ADAMS SEASONAL,08769230050,087692300502,SAM ADAMS WINTER LAGER 4/6/12 NR
00085200600465,085200600465,WINE CUBE PNK M ROSE 3.0 LTR,85200600465,085200600465,WINE CUBE PK MOSCATO
00088415784050,088415784050,SIMI SONOMA COUNTY CHARDONNAY 750ML,88415784104,088415784050,SIMI CHARD 19
00183103000013,183103000013,DR. L RIESLING,18310300001,183103000013,DR LOOSEN RIES DR L MOSEL 750ML
00726959913023,726959913023,BOULEVARD SPACE CAMPER COSMIC IPA BEER 1 CT 19 OZ CAN 19.2 OZ,11111111111,726959913023,BLVD SPACE CAMPER 12/19.2 CAN 5.9
00085000019917,085000019917,GALLO F PNK MSC ROSE 1.5 LTR,11111111111,085000019917,GALLO T.V. PINK MOSCATO 1.5
00080660957579,080660957579,MODELO ESPECIAL BEER 12 CT 12 OZ LONG NECK BTL IN BOX 144 OZ,80660957579,080660957579,MODELO ESP 2/12 12 OZ NR
00034100001735,034100001735,HAMMS BEER 1 CT 16 OZ CAN 16 OZ,11111111111,034100001735,HAMMS 4/6/16 CAN
00080432802878,080432802878,SEAGRAMS ESCAPES BLACK CHERRY FIZZ MALT BEVERAGE 1 CT 11 OZ LONG NECK BOTTLE 11.2 OZ,11111111111,080432802878,SEAGRAMS BLACK CHERRY FIZZ 24/11.2 PALLET
00082734314646,082734314646,CASILLERO DEL DIABLO RAPEL VALLEY MERLOT 12/750ML BOTTLE,08273431464,082734314646,CASILLERO MERLOT 750ML
00088573100020,088573100020,SHINER BOCK BEER 1 CT 1984 OZ KEG 1984 OZ,11111111111,088573100020,SHINER BOCK 1/2 BBL
00635985249856,635985249856,MIKES HARDER CRANBERRY LEMONADE MALT BEVERAGE 1 CT 24 OZ CAN 23.5 OZ,11111111111,635985249856,MIKES HARDER CRANBERRY 12/23.5 CAN
00856128005416,856128005416,TART DELIGHT 6 PACK WRAP,11111111111,856128005416,DENVER BEER TART DELIGHT 4/6PK CANS
00085200600489,085200600489,WINE CUBE P GRG PN GRIS/GRGIO 500 ML,08520060048,085200600489,WINE CUBE P GRIGIO 12PK 500ML
00603675230682,603675230682,ALLAGASH LITTLE GROVE SPARKLING SESSION ALE PEACH & KOMBUCHA BEER 6 CT 12 OZ CAN IN BOX 72 OZ,11111111111,603675230682,ALLAGASH LITTLE GROVE PEACH & KOMBUCHA SESSION ALE 4/6 12OZ CANS
00034100087227,034100087227,REDDS APPLE ALE BEER 12 CT 12 OZ LONG NECK BTL IN BOX 144 OZ,11111111111,034100087227,REDDS APPLE ALE 12PK LN REPEAL
00088586004162,088586004162,CHATEAU STE MICHELLE HARVEST SELECT RIESLING 12/750ML,11111111111,088586004162,CHAT. ST. MICH. HARVEST RIESLING 750
00080660957968,080660957968,MODELO CHELADA ESPECIAL BEER 1 CT 24 OZ CAN 24 OZ,11111111111,080660957968,MODELO CHELADA 24OZ
00635985100423,635985100423,WHITE CLAW HARD SELTZER BLACK CHERRY MALT BEVERAGE 1 CT 16 OZ CAN 16 OZ,11111111111,635985100423,W CLAW BLACK CHERRY 16OZ
00071990095277,071990095277,COORS LIGHT BEER 15 CT 16 OZ ALUMINUM BOTTL IN BX 240 OZ,11111111111,071990095277,COORS LT 15/16 ALUM BTL
00860505000437,860505000437,EUFLORIA AROMATIC ROSE WINE CAN,86050500043,860505000437,EUFLORIA ROSE CAN 375ML
00085000045596,085000045596,BAREFOOT CAL DM MSCTL/MSCT 187 ML,08500004559,085000045596,BAREFOOT MOSCATO
00072890000163,072890000163,HEINEKEN BEER 12 CT 12 OZ LONG NECK BTL IN BOX 144 OZ,11111111111,072890000163,HEINEKEN 12PK BTL
00083120000204,083120000204,OAK LEAF CAL SAV BL/FME BL 750 ML,83120000228,083120000204,OAK LEAF SAUV BLANC
00071990281519,071990281519,KEYSTONE ICE BEER 15 CT 12 OZ CAN IN BOX 180 OZ,11111111111,071990281519,KEY ICE 2/15/12 CN
00081434700209,081434700209,BLACK BOX PINOT GRIGIO TETRA 12/500ML,08143470020,081434700209,BLACK BOX P GRIGIO TETRA 12PK 500ML
00082184203088,082184203088,JACK DANIEL'S COUNTRY COCKTAILS SOUTHERN PEACH 4/6/10OZ BOTTLES,08218420308,082184203088,JDCC SOUTHERN PEACH 4/6PK 10OZ
00088004029449,088004029449,SAZERAC FLASH POINT CINNAMON WHISKEY 12/375ML BOTTLE,11111111111,088004029449,FLASH POINT 12/375 ML
00085000021507,085000021507,LIBERTY CR P MS ROSE 1.5 LTR,11111111111,085000021507,LIBERTY CREEK PINK MOSCATO 1.5
00736920116513,736920116513,GOOSE ISLAND IPA BEER 15 CT 12 OZ CANS IN BOX 180 OZ,11111111111,736920116513,GOOSE ISLAND IPA 30/12 CAN 2/15
00850544005746,850544005746,BLAKE'S HARD CIDER CO. SEASONAL 6 PACK CANS,11111111111,850544005746,BLAKES ST CHERI BBA CHERRY HARD CIDER 4/6 12OZ CANS
00080686500209,080686500209,WINDSOR NEW,80686500209,080686500209,WINDSOR CAN WSKY BAR
00867168000477,867168000477,FRANK'S REDHOT BLOODY MARY - 12 OZ. CAN,11111111111,867168000477,FRANKS RED HOT BLOODY MARY 12OZ 4PK
00085000021033,085000021033,CARLO ROSSI SANGRIA SWEET MOSCATO 3L BOTTLE,11111111111,085000021033,CARLO ROSSI 3.0 MOSCATO SANGRIA
00085000024041,085000024041,E & J APPLE SPECIALTY LIQ 750 ML,85000024041,085000024041,W E&J BRANDY APPLE 750ML
00087872633864,087872633864,STELLA ROSA RED APPLE 750ML BOTTLE,08787263386,087872633864,STELLA ROSA RED APPLE 750ML
00088586003448,088586003448,COLUMBIA CREST H3 CABERNET SAUVIGNON 12/750ML,08858600344,088586003448,COL CREST CAB H3 +14 750ML
00076183003282,076183003282,SNAPPLE APPLE 12/16OZ PLASTIC BOTTLES,07618300328,00076183003282,SNAP APPLE 12/16Z LSE PET
00034100016364,034100016364,MILLER HIGH LIFE BEER 12 CT 12 OZ CAN IN BOX 144 OZ,11111111111,034100016364,MHL 2/12/12 CN
00085000020456,085000020456,BAREFOOT PK MSC ROSE 750 ML,11111111111,085000020456,BAREFOOT PINK MOSCATO 750
00855310008273,855310008273,CROOK AND MARKER - 11.5OZ CANS COLLECTION THREE VARIETY 8 PACK,11111111111,855310008273,C&M VARIETY BLUE 8PK
00099988071157,099988071157,MENAGE A TR MSC WHT VARTL OTH 750 ML,99988371158,099988071157,MENAGE A TROIS MOSCATO
00081308004785,081308004785,CUPCAKE ROSE 12/12.7OZ CAN,08130800478,081308004785,CUPCAKE ROSE NV CAN TRAY 12PK
00087692000044,087692000044,SAMUEL ADAMS CARRIER 6X12OZ BOTTLES SAMUEL ADAMS SEASONAL OVERLAY,11111111111,087692000044,SA HOLIDAY WHITE ALE 6PK BTL
00854599007021,854599007021,MIGHTY SWELL MIXED CASE 12PK-V1,11111111111,854599007021,MIGHTY SWELL VARIETY PACK 2/12 12OZ CANS
00088076178403,088076178403,CIROC PEACH IM OTH SPCLTS 200 ML,88076178403,088076178403,CIROC PEACH VODKA
20086003279005,086003279001,CRAFTERS UNION PINOT GRIGIO 12/375ML CAN,08600327900,086003279001,CRAFTERS UNION PINOT GRIG  CAN
00088596115087,088596115087,LLANO ESTACADO SWEET RED TEXAS  750ML,08859611508,088596115087,LLANO SWEET RED 750ML
10811538011157,811538011150,JOSE CUERVO MARGARITA MIX NA 1.75L PET,81153801115,811538011150,CUERVO MIX MRG LIME NUPC 1.75L
20085000026094,085000026090,BAREFOOT BOX CHARDONNAY 3L BOX,11111111111,085000026090,BAREFOOT CHARD 6/3L BIB
00085000017739,085000017739,LA MARCA PRSCCO ITL SPARKLING 750 ML,85000017739,085000017739,W LAMARCA PROSECCO 750ML
00859086004569,859086004569,HI WIRE HI-PITCH MOSAIC IPA 4/6/16OZ CAN,11111111111,859086004569,HI WIRE BLACKBERRY LIMEADE SESSION SOUR 6PK CANS
00085000017730,085000017739,LA MARCA PROSECCO 12/750ML,11111111111,085000017739,LA MARCA TP PROSECCO 12/750
00669576019238,669576019238,DUCKHORN DECOY SONOMA ZINFANDEL12/750ML BOTTLE,11111111111,669576019238,DUCKHORN DECOY SONOMA ZIN
00062067380426,062067380426,LABATT ICE BEER 12 CT 12 OZ CAN IN BOX 144 OZ,06206738059,062067380426,LABATT ICE 2/12 CAN
00070310014837,070310014837,SEAGRAMS ESCAPES SPIKED JAMAICAN ME HAPPY MALT BEVERAGE 1 CT 24 OZ CAN 23.5 OZ,11111111111,070310014837,SEAGRAMS SPIKED JAMAICIAN ME HAPPY 12/23.5Z CN
00851666003344,851666003344,THE GREAT COBRA SCARE OF 53 OZARK'S WHEAT 12OZ CAN,11111111111,851666003344,MB COBRA SCARE 4/6/12 CN
00087692010760,087692010760,TWISTED TEA TRAY 24OZ CAN TWISTED TEA BLACK CHERRY,11111111111,087692010760,TT BLACK CHERRY 24OZ
00087692000174,087692000174,ANGRY ORCHARD CARTON 12X12OZ BOTTLES ANGRY ORCHARD VARIETY PACK VP,11111111111,087692000174,AO VARIETY FALL/WINTER
00071990000158,071990000158,COORS SELTZER WITH A MISSION HARD SELTZER VARIETY PACK MALT BEVERAGE 12 CT 12 OZ CAN IN BOX 144 OZ,11111111111,071990000158,COORS SELTZER VARIETY 2/12/12 CAN 4.5
00811751021110,811751021110,ACHAVAL FERRER- MALBEC 29 PROOF 0.75L WINE,81175102111,811751021110,ACHAVAL FER MALBEC MNDZA 750ML
00851333006012,851333006012,MANCAN WINE LLC WHITE CAN,85133300601,851333006012,MANCAN WHITE BLEND CANS 375ML
00739958974100,739958974100,FRANCIS FORD COPPOLA DIAMOND COLLECTION CALIFORNIA MERLOT 12/750ML BOTTLE,73995897410,739958974100,COPPOLA MERLOT DIAMOND +14 750
00033544000106,033544000106,CORONA FAMILIAR BEER 24 CT 12 OZ LONG NECK BOTTLE IN BOX 288 OZ,11111111111,033544000106,CORONA FAMILIAR 24PK LNNR
00854829003359,854829003359,BIG PINEY RIVER IPA BEER,11111111111,854829003359,PINEY RIVER BIG PINEY IPA 4/6/12 CN
00084704091328,084704091328,KORBEL SPARKLING CALIFORNIA BRUT CHAMPAGNE 12/750ML,99999999999,084704091328,KORBEL BRUT TRAY 750ML
00088474022407,088474022407,SCHMITT SOHNE RELAX RIESLING 12/750ML,08847402240,088474022407,S SOHNE RIES RELAX 750ML
00096749086511,096749086511,ADMIRAL NELSON'S SPCD RUM 101 PROOF PLST 1750 ML,96749086511,096749086511,ADMIRAL NELSON 101 RUM
00087872633505,087872633505,STELLA ROSA BLACK HALLOWEEN LIMITED ED. 1.5L BOTTLE,08787263350,087872633505,STELLA ROSA BLACK 1.5L
00082000790808,082000790808,SMNF ZERO WM&MT SPECIALTY LIQ 750 ML,82000792710,082000790808,SMIRNOFF WATERMELON & MINT
00082242015691,082242015691,BOTA NIGHTHAWK BUTTERY CHARDONNAY 3/3L,82242015691,082242015691,BOTA BOX NIGHTHAWK GOLD CHARD
00850002665086,850002665086,COMMONHOUSE SEASONAL 4/6/12,11111111111,850002665086,COMMONHOUSE BROAD PATH BROWN ALE 24/12 CAN 4/6
00076737340719,076737340719,EVERFRESH GRAPE CRANBERRY JUICE 1/12/24OZ BOTTLE,11111111111,076737340719,EVERFRESH GRAPE CRANBERRY 12/24 Z
40085976034158,085976034150,MANISCHEWITZ CONCORD GRAPE 6/1.5L BOTTLE,08597603415,085976034150,MANISCHEWITZ CONCORD GRAPE 1.5
00085000025536,085000025536,LIBERTY CRK FND RED BLND/MRTG 1.5 LTR,11111111111,085000025536,LIBERTY CREEK FOUNDERS RED BLEND 1.5
00856036001067,856036001067,UNDERWOOD PINOT GRIS 375ML,85603600106,856036001067,UNDERWOOD P GRIS OREGON GROWN
00859612001451,859612001451,21ST AMENDMENT SEASONAL BEER 1 CT 19 OZ CAN 19.2 OZ,85961200775,859612001451,21 A WATERMELON WHEAT 19.2O
00085000029015,085000029015,BAREFT STW MSCT FRUIT VRTL WN 750 ML,11111111111,085000029015,BAREFOOT STRAWBERRY MOSCATO 750
00011034503818,011034503818,MARTINI & ROSSI ASTI SPUMANTE 6/4/187ML BOTTLE,11034024177,011034503818,M & R ASTI SPUMANTE 4PK
00876153002266,876153002266,CASTELLO DEL POGGIO MOSCATO PROVINCIA 750ML,87615300226,876153002266,CASTELLO MOSC PRO DI PAV IGT 750ML
00088586403866,088586403866,COLUMBIA CREST TWO VINES  CHARDONNAY 12/750ML BOTTLE,08858640386,088586403866,COL CREST CHARD 2 VINES 750ML
00082896700257,082896700257,FETZER SHALY LOAM CALIFORNIA GEWURZTRAMINER 12/750ML,08289670025,082896700257,FETZER GEWURTZ SHLY LOAM MNTRY
20085000025615,085000025611,GALLO FAMILY VINEYARDS SWEET PEACH 6/1.5L BOTTLE,08500002561,085000025611,W GALLO SWEET PEACH 1.5
30085000029030,085000029039,DARK HORSE SPARKLING BRUT BUBBLES 12/375ML CAN,08500002903,085000029039,DARK HORSE BRUT BUBBLES
00034100516437,034100516437,MILLER LITE BEER 8 CT 16 OZ CAN IN BOX 128 OZ,11111111111,034100516437,LITE 3/8/16 CAN
00086003813854,086003813854,RM WOODBRIDGE CABERNET SAUV 1.5 LTR,08600381385,086003813854,WOODBRIDGE CAB TRAY PK 1.5L
30085000028439,085000028438,BAREFOOT CELLARS BOX MOSCATO 12/500ML TETRA,08500002843,085000028438,BAREFOOT MOSCATO TETRA   500ML
00089744765499,089744765499,RIUNITE LAMBRUSCO EMILIA IGT 4/3L BOTTLE,08974476549,089744765499,RIUNITE LAMBRUSCO NUPC 3L
10081308004393,081308004396,CUPCAKE BUTTERKISSED CHARDONNAY 750ML,08130800439,081308004396,CUPCAKE CHARD BUTTERKISSED 750
00033544000434,033544000434,CORONA HARD SELTZER VARIETY PACK MALT BEVERAGE 12 CT 12 OZ CAN IN BOX 144 OZ,11111111111,033544000434,CORONA HARD SELTZER VARIETY 12PK CANS
10083120100697,083120100690,FRANZIA CHILLABLE RED 5L BOX,08312010069,083120100690,STE GEN PINK MOSCATO
00083120010104,083120010104,FRANZIA P/C TTR WHT BLND/MRTG 500 ML,8312001010,083120010104,FRANZIA 500ML PINOT GRIGIO
00865776000070,865776000070,ELOUAN PINOT NOIR 750ML,11111111111,865776000070,ELOUAN PN
00096749000746,096749000746,BLACKHEART SPCD RUM PRMM 93 PROOF 375 ML,96749000746,096749000746,BLACKHEART SPICED RUM
00852994007257,852994007257,DIRTY BEACHES BEER,11111111111,852994007257,FLIPPIN BIRD TRANSFUSION RTD 6/4/12Z CO
10018341151029,018341151022,BAREFOOT CELLARS SAUVIGNON BLANC 1.5L BOTTLE,1834115102,018341151022,BAREFOOT SAUV BLANC 1.50
00085000021040,085000021040,C ROSSI SW SN J TABLE OTHER 4.0 LTR,8500002104,085000021040,W C.R. MSCTO/SWT SANGRIA 4.0 L
00088076168640,088076168640,TANQUERAY RNGPR GIN IMPORTED 750 ML,8076184671,088076168640,TANQUERAY RANGPUR GIN
20085000018136,085000018132,BAREFOOT RIESLING 1.5L BOTTLE,8500001813,085000018132,BAREFOOT RIESLING 1.50
00085000020289,085000020289,BAREFOOT RD MOS RED VARTL OTH 1.5 LTR,8500002028,085000020289,W BAREFOOT REDMOSCATO 1.5 L
00085200028832,085200028832,CAL ROOTS CAL CABERNET SAUV 750 ML,85200104352,085200028832,CALIFORNIA ROOTS CAB SAUV
00085000028568,085000028568,BAREFT TAP R SN TABLE OTHER 3.0 LTR,11111111111,085000028568,BAREFOOT SANGRIA 6/3L
10083120100697,083120100690,FRANZIA CHILLABLE RED 5L BOX,08312010069,083120100690,FRANZIA CHILLABLE RED   BNB 5L
00085000028421,085000028421,BAREFT WN TO GO CHARDONNAY 500 ML,08500002842,085000028421,BAREFOOT CHARDONNAY TETR 500ML
00085200028528,085200028528,BATCH NO 198 NC CABERNET SAUV 750 ML,08520002852,085200028528,BATCH 198 CAB 6PK 750ML
00085000016237,085000016237,GHOST PNE NP SN CABERNET SAUV 750 ML,8500001623,085000016237,W GHOST PINE CABERNET 750ML
00859481003402,859481003402,TAPIZ ALTA COLLECTION MALBEC,3621119446,859481003402,TAPIZ ALTA MALBEC 2017
00071990300807,071990300807,COORS LIGHT BEER 1 CT 1984 OZ KEG 1984 OZ,71990300807,071990300807,COORS LIGHT 1/2 BBL
00099988071362,099988071362,MENAGE A TR SLK RED BLND/MRTG 750 ML,11111111111,099988071362,MENAGE A TROIS TP SILK SOFT RED BLEND SAMS 12/750
00856247003003,856247003003,SWEET CHILD OF VINE - 6 PK 12 OZ BOTTLES,5624700300,00856247003003,FUL SCVINE 4/6 NR IPA
10018341751267,018341751260,BAREFOOT BUBBLY BRUT 750ML BOTTLE,1834175126,018341751260,W BAREFOOT BUBBLY BRUT C 750ML
00085000024706,085000024706,FLEUR DE MER FRENCH ROSE 750 ML,8500002470,085000024706,W FLEURDEMER ROSE 750ML
00085000018491,085000018491,BAREFOOT SWT RD RED BLND/MRTG 750 ML,8500001849,085000018491,BAREFOOT SWEET RED .750
00082184226025,082184226025,JACK DANIEL'S COUNTRY COCKTAILS LYNCHBURG LEMONADE 4/6/10OZ BOTTLE,8218405435,082184226025,JDCC LYNCHBURG LEMON 4/6/10OZ NR
00085000016675,085000016671,BAREFOOT MOSCATO 6/1.5L,8500001667,085000016671,BAREFOOT MOSCATO 1.50
00071990300654,071990300654,COORS LIGHT BEER 1 CT 24 OZ CAN 24 OZ,7199030065,071990300654,COORS LT 12/24OZ CAN
00085000027509,085000027509,BURLWOOD CELLARS USA SPARKLING BRUT 12/750ML,8500002750,085000027509,W BW BRUT 750ML
00085000020784,085000020784,BRIDGE ROAD VINEYARD CHARDONNAY 6/1.5L,8500020760,085000020784,W BRIDGE ROAD CHARDONNAY 1.5L
00085000020283,085000020289,BAREFOOT RED MOSCATO 6/1.5L,8500002028,085000020289,W BAREFOOT REDMOSCATO 1.5 L
20085000026476,085000026472,BAREFOOT CELL ARS ROSE 1.5L BOTTLE,8500002268,085000026472,W BAREFOOT ROSE 1.5L
00028000276393,028000276393,NESTLE PROTEIN PLUS CHOCOLATE DRINK 12/14OZ PET,028000800,028000276393,NESQUIK PROTEIN CHOCOLAT 14 OZ
00018341151107,018341151107,BAREFOOT CAL MERLOT 1.5 LTR,1834115110,018341151107,BAREFOOT MERLOT 1.50
00085000025062,085000025062,TURNING LEAF WHT ZINFANDEL 750 ML,8500002506,085000025062,BAREFOOT SANGRIA 1.50
00033544950418,033544950418,CORONA PREMIER BEER 6 CT 12 OZ LONG NECK BTL CRTN 72 OZ,3354495041,033544950418,CORONA PREM 4/6 LN
00034100008840,034100008840,ICEHOUSE BEER 1 CT 40 OZ GLASS BOTTLE 40 OZ,3410000884,034100008840,ICEHOUSE 12/42 OZ LN
10089819542540,089819542543,BERINGER MAIN & VINE PINK MOSCATO 12/750ML BOTTLE,8981954254,089819542543,BERINGER CALI PINK MOSCATO .750
00856415004528,856415004528,FADED EXTRA PALE ALE 1/2 BBL - COPY,856415004,856415004528,FADED
00085000029459,085000029459,ANDRE BRUT CAN SPARKLING OTH 375 ML,8500002945,085000029459,W ANDRE CAN BRUT 375ML
00022100000780,022100000780,PABST BLUE RIBBON BEER 4 CT 16 OZ CAN IN CARTON 64 OZ,11111111111,022100000780,PABST 16OZ 6/4 CAN
00085000024218,085000024218,DARK HORSE CAL ROSE 750 ML,8500002421,085000024218,W DARKHORSE ROSE 750ML
30085000028422,085000028421,BAREFOOT BOX CHARDONNAY 12/500ML TETRA,08500002842,085000028421,BAREFOOT CHARDONNAY TETR 500ML
30085000027418,085000027417,WINKING OWL SWEET RED 12/750ML BOTTLE,8500000816,085000027417,WINLING OWL SWTRED 750ML
00096749086535,096749086535,ADMIRAL NELSON'S SPCD RUM PRMM 101 PROOF 750 ML,9674086535,096749086535,ADMIRAL NELSON 101 RUM
00041508800006,041508800006,SAN PELLEGRINO WATER 1L BOTTLE,4150880080,041508800006,SAN PELLEGRINO WATER GLASS
00089819006526,089819006526,BERINGER MAIN & VINE WHITE ZINFANDEL 15/750 ML,8981900652,089819006526,BERINGER CALI WHITE ZIN .750
00085000024904,085000024904,TURNING LEAF CABERNET SAUV 750 ML,11111111111,085000024904,APOTHIC INFERNO 750
00085000019160,085000019160,WINKING OWL WHT ZINFANDEL 750 ML,8500001916,085000019160,WINKING OWL WHT ZIN 750ML
00635985606116,635985606116,MIKES HARD CRANBERRY LEMONADE MALT BEVERAGE 6 CT 11 OZ GLASS BOTTLE IN CRTN 67.2 OZ,3598560611,00635985606116,MIKES CRAN 6PK BTL
20085000019911,085000019917,GALLO FAMILY VINEYARDS PINK MOSCATO 1.5L BOTTLE,8500001991,085000019917,W GALLO PINK MOSCATO 1.5LT
00082242013253,082242013253,BOTA BOX PINOT GRIGIO 3/3L,08224201325,082242013253,BOTA BOX P GRIGIO BIB 3PK 3L
00854641005029,854641005029,DEEP RIVER BREWING COMPANY TWISTED WIT,11111111111,854641005029,DEEP RIVER TWISTED RIVER WIT 6/4 16OZ CANS
00081128005009,081128005009,OLD FORESTER STRAIGHT BOURBON WHISKEY 86PF 6/1.75L BOTTLE,81128005009,081128005009,OLD FORESTER 86
00085000021828,085000021828,LIBERTY CRK CAL CABERNET SAUV 1.5 LTR,11111111111,085000021828,LIBERTY CREEK CAB SAUV 12/500ML
00858018007036,858018007036,MCBRIDE SISTERS COLLECTION SAUVIGNON BLANC 750 ML,85801800703,858018007036,MCBRIDE SISTERS SAUV BL 750ML
00852411007044,852411007044,THE GREAT OREGON WINE COMPANY CAN - ROSE,85241100704,852411007044,GREAT OREGON WINE ROSE 6/4PK 1
00864619000000,864619000000,BLACK DIAMOND ZINFANDEL,11111111111,864619000000,BLACK DIAMOND ZINFANDEL 12/750
00085000023488,085000023488,APOTHIC CRUSH RED BLND/MRTG 750 ML,11111111111,085000023488,APOTHIC 750 CRUSH
00034100003548,034100003548,MILLER LITE BEER 6 CT 12 OZ CAN 72 OZ,03410000354,034100003548,LITE 4/6 12 OZ CAN
00081434700209,081434700209,BLACK BOX PINOT GRIGIO TETRA 12/500ML,08143470020,081434700209,BLACK BOX P GRIGIO TETRA 12PK
00859612001031,859612001031,21ST AMENDMENT BREW FREE OR DIE IPA BEER 6 CT 12 OZ CAN IN BOX 72 OZ,11111111111,859612001031,21ST AMEND BREW FREE IPA 4/6 12OZ CANS
