GTIN,GTIN_12_UPC,PRODUCT_DESCRIPTION,INVOICE_UPC_CASE,INVOICE_UPC_PACK,INVOICE_PACKAGE_DESCRIPTION
00899539000694,899539000694,TERRAPIN BEER GOLDEN ALE 6PK/12OZ/CANS,11111111111,899539000694,TERRAPIN GOLDEN ALE 4/6 CAN 24/12
00071990480455,071990480455,KEYSTONE LIGHT BEER 15 CT 12 OZ CAN IN BOX 180 OZ,11111111111,071990480455,KEYSTONE LIGHT 2/15PK CAN
00083804074712,083804074712,COOK'S BRUT 4PK 187 ML,08380407471,083804074712,COOKS BRUT              6/4 PK
00083120101994,083120101994,FRAN SLVRBCH BX WHT VARTL OTH 5 LTR+,83120101994,083120101994,FRANZIA REFRESHING WHITE
00853086008251,853086008251,FITVINE PROSECCO,85308600825,853086008251,FITVINE PROSECCO BRUT 750ML
00086003004795,086003004795,WOODBRDG MALBEC RED VARTL OTH 1.5 LTR,08600300479,086003004795,WOODBRIDGE MALBEC 1.5L
00087692309185,087692309185,SAMUEL ADAMS KEG SIXTH BBL SAMUEL ADAMS SEASONAL,87692309185,087692309185,SAM ADAMS COLD SNAP 1/6 BBL
00635985260011,635985260011,MIKES HARD VARIETY PACK MALT BEVERAGE 12 CT 12 OZ CAN IN BOX 144 OZ,11111111111,635985260011,MIKES VARIETY 2/12/12Z CN
00080686365204,080686365204,DEK PEACHTREE 1000X12 15% REFUND,80686365204,080686365204,DEK PEACHTREE SCHN
00086785000015,086785000015,CAVIT PINOT GRIGIO TRAYPACK 6/1.5L,08678500001,086785000015,CAVIT P GRIGIO TRAY PK CLUB 1.
00034100008710,034100008710,STEEL RESERVE 211 ALLOY SERIES SPIKED STRAWBERRY BURST MALT BEVERAGE 1 CT 24 OZ CAN 24 OZ,11111111111,034100008710,STEEL RESERVE SPIKED STRAWBERRY 12/24 OZ CN
00786150001349,786150001349,STELLA ARTOIS LAGER BEER 1 CT 661 OZ KEG 661 OZ,11111111111,786150001349,STELLA ARTOIS 1/6K
00080660956800,080660956800,CORONA EXTRA BEER 18 CT 12 OZ LONG NECK BTL IN BOX 216 OZ,08066095680,080660956800,CORONA EX 18/12 OZ LNNR
00034100007683,034100007683,ICEHOUSE EDGE LAGER BEER 1 CT 24 OZ CAN 24 OZ,03410000768,034100007683,ICEHOUSE EDGE 12/24OZ CN
00635985258759,635985258759,MIKES HARDER LEMONADE MALT BEVERAGE 1 CT 16 OZ CAN 16 OZ,11111111111,635985258759,MIKES HARDER LEMONADE 6/4/16 CAN
00034100007751,034100007751,LEINENKUGELS SHANDY SEASONAL BEER 4 CT 16 OZ CAN 64 OZ,34100007751,034100007751,LEINENKUGEL SUMMER SHANDY 6/4/16OZ CAN
00717888510025,717888510025,HESS SELECT NORTH COAST CABERNET SAUVIGNON 12/750ML,71788851002,717888510025,HESS CAB SELECT 750ML
00638489003641,638489003641,DOGFISH SLIGHTLY MIGHTY 4/6/12OZ CANS,11111111111,638489003641,DOGFISH HEAD SLIGHTLY MIGHTY 6PK CAN
00085000011298,085000011294,LIBERTY CREEK CABERNET SAUVIGNON 6/1.5L,11111111111,085000011294,LIBERTY CREEK CAB SAUV 1.5
00049331002307,049331002307,LA CREMA PINOT NOIR SONOMA COAST 12/750ML,04933100230,049331002307,LA CREMA P NOIR SONOMA 750ML
00074780949668,074780949668,PERRIER WATER SPARKLING LIME  1/24/500ML PET,11111111111,074780949668,PERRIER LIME 24/.5 L PET
00082242014380,082242014380,BOTA BOX NIGHTHAWK CABERNET SAUVIGNON 3/3L,82242014380,082242014380,BOTA BOX NIGHTHAWK BLACK CAB
00081308003917,081308003917,AVA GRACE RED BLEND 12/750ML BOTTLE,81308003917,081308003917,AVA GRACE RED BLEND
00096749089208,096749089208,ARISTOCRAT BRND 80 PROOF 1000 ML,96749089208,096749089208,ARISTOCRAT BRANDY BAR
00081434031280,081434031280,REX GOLIATH PINOT GRIGIO 12/750ML BOTTLE,08143403128,081434031280,REX GOLIATH P GRIGIO NL 750ML
60085000008432,085000008430,ECCO DOMANI PINOT GRIGIO 750ML BOTTLE,08500000843,085000008430,ECCO DOMANI PINOT GRIGIO TRAYS
00847159002017,847159002017,SALINAN PASO ROBLES CABERNET SAUVIGNON 750ML,84715900201,847159002017,SALINAN WMKR CAB SEL P ROBL+14
00635985260011,635985260011,MIKES HARD VARIETY PACK MALT BEVERAGE 12 CT 12 OZ CAN IN BOX 144 OZ,11111111111,635985260011,MIKES VARIETY 2/12 CAN
00086003278028,086003278028,UNSHACKLED CAL CABERNET SAUV 750 ML,11111111111,086003278028,UNSHACKLED CAB SAUV 2018 12/750
00084687001017,084687001017,ERATH VINEYARD OREGON PINOT NOIR 12/750 ML ,08468700101,084687001017,ERATH P NOIR OREGON 750ML
00088110160050,088110160050,OBAN SCOTCH SINGLE MALT 86 14YR 750ML,88076151932,088110160050,OBAN CLASIC SGL MLT SCTCH 14YR
00086003780323,086003780323,R MNDV PS RYE RED BLND/MRTG 750 ML,08600378032,086003780323,MOND RYE BARREL PVT SEL +14 750ML
00740522119681,740522119681,BELLS OFFICIAL HAZY IPA BEER 6 CT 12 OZ CAN IN BOX 72 OZ,11111111111,740522119681,BELLS OFFICIAL HAZY IPA 4/6 12OZ CANS
00086785110738,086785110738,ROSCATO ROSSO DOLCE LOMBARDY SWEET RED BLEND 12/750ML,08678511073,086785110738,ROSCATO ROSSO DOLCE TRAY 750ML
00031259003030,031259003030,JOSH CELLARS NORTH COAST RESERVE CHARDONNAY 2016 750ML,31259003030,031259003030,JOSH CELLARS NORTH COAST CHARD
00080686001201,080686001201,TEQUILA SAUZA SILVER 6X100 38Âº IN BD RWK,80686001201,080686001201,J BEAM BRBN
00085200001040,085200001040,SUTTER HOME FRE PREMIUM RED 750ML BOTTLE,85200101047,085200001040,FRE RED BLEND
00034100575052,034100575052,MILLER LITE BEER 6 CT 12 OZ LONG NECK BTL CRTN 72 OZ,03410057505,034100575052,LITE 4/6 12 OZ LNNR
00895216001046,895216001046,FOUR LOKO US 12% 23.5OZ FRUIT PUNCH CAN,89521600104,895216001046,FL. PNCH 12% 12/23.5 OZ
00034100012564,034100012564,MILLER HIGH LIFE BEER 18 CT 12 OZ LONG NECK BTL IN BOX 216 OZ,11111111111,034100012564,HIGH LIFE 18PK LNNR REPEAL
00081753801830,081753801830,SKYSIDE CABERNET SAUVIGNON 750ML BOTTLE,11111111111,081753801830,NEWTON SKYSIDE CAB
00850002665024,850002665024,WHITE POINT LAGER AMERICAN,11111111111,850002665024,COMMONHOUSE WHITE POINT LAGER 24/12 CAN 4/6
00080686831013,080686831013,TEQUILA SAUZA GOLD 6X70 38Âº CHN,80686831013,080686831013,SAUZA  EXTRA GOLD TEQ
10083120100192,083120100195,FRANZIA MERLOT 5L BOX,08312010019,083120100195,FRANZIA MERLOT VS       BNB 5L
00087692008040,087692008040,TRULY WRAP 12X12OZ SLIM CAN TRULY VARIETY PACK VP TROPICAL,11111111111,087692008040,TRULY HARD SELTZER TROPICAL VARIETY 2/12/12Z CN
00096749021147,096749021147,EVAN WILLIAMS KY STRG BRBN SR MSH 1750 ML,96749001380,096749021147,EVAN WILMS OUTDOORSMAN EDITION
00858018007029,858018007029,MCBRIDE SISTERS COLLECTION CHARDONNAY 750 ML,85801800702,858018007029,MCBRIDE SISTERS CHARD 750ML
00083120000068,083120000068,OAK LEAF CAL WHT ZINFANDEL 750 ML,83120000075,083120000068,OAK LEAF WH ZIN
00086891080598,086891080598,THE FEDERALIST CHARDONNAY 750ML BOTTLE,08689108059,086891080598,THE FEDERALIST CHARD +14 750ML
00078000052404,078000052404,A&W ROOT BEER SODA 24/20OZ PLASTIC BOTTLES,11111111111,078000052404,AW 24/20OZ NR
00022100050297,022100050297,PABST BLUE RIBBON HARD COLD BREW MALT BEVERAGE 4 CT 11 OZ CAN IN BOX 44 OZ,11111111111,022100050297,PABST HD COLD BREW 11OZ 6/4 CAN
00085000019788,085000019788,SPRING CREEK WHITE ZINFANDEL 750ML BOTTLE,11111111111,085000019788,SPRING CREEK WHITE ZIN 750
00082100738564,082100738564,ARBOR MIST MANGO STRAWBERRY MOSCATO 12/750ML,08210073856,082100738564,ARBOR MIST MANGO STRAW MOSCATO 750ML
00034100516093,034100516093,LEINENKUGELS SHANDY SEASONAL BEER 12 CT 12 OZ CAN IN BOX 144 OZ,11111111111,034100516093,LEINE VANILLA PORTER 2/12 12 OZ CN
00857744001318,857744001318,JOSH CELLARS CABERNET SAUVIGNON 12/750ML,85774001318,857744001318,JOSH CELLARS CABERNET 18
00022100000742,022100000742,PABST BLUE RIBBON BEER 6 CT 16 OZ CAN 96 OZ,11111111111,022100000742,PBR 4/6 16OZ CAN
00080480355609,080480355609,BACARDI RUM LIMON 375 ML,80480355609,080480355609,BAC LIMON RUM
00856845002057,856845002057,CATAWBA VALLEY BREWING CO. WHITE ZOMBIE ALE CAN 12 OZ,11111111111,856845002057,CATAWBA WHITE ZOMBIE WHITE ALE 4/6/12CN
00082242014380,082242014380,BOTA BOX NIGHTHAWK CABERNET SAUVIGNON 3/3L,08224201438,082242014380,BOTA BOX NIGHTHAWK BLK CAB 3PK
00083120003168,083120003168,OAK LEAF MSC AM WHT VARTL OTH 3.0 LTR,08312000316,083120003168,OAKLEAF MOSCATO BIB 3L
00074806189405,074806189405,DAILYS JAMAICAN SMILE WINE POUCH 1 CT 0.2LT,07480618940,074806189405,DAILYS RTD POUCH JMCN SMLE 24P
00083089660358,083089660358,JAGERMEISTER LIQUEUR 70 375ML,83089660358,083089660358,JAGERMEISTER LIQUEUR
00088474018202,088474018202,SCHMITT SOHNE MOSEL SAAR RUWER QBA BLUE RIESLING 12/750ML,08847401820,088474018202,S SOHNE QBA BLUE 750ML
00866375000058,866375000058,FOUR DAUGHTERS VINEYARD & WINERY MOSCATO,11111111111,866375000058,FOUR DAU MOSCATO 1 BTL 750ML
00070310001417,070310001417,NARRAGANSETT LAGER 2/12/12OZ CAN,11111111111,070310001417,NARRAGANSETT LAGER 2/12 12OZ CAN
00088586010354,088586010354,14 HANDS RED HOT TO TROT 12/375ML CAN,08858601035,088586010354,14 HANDS HOT TO TROT RED CAN 3
00099988071058,099988071058,MENAGE A TROIS WHT BLND/MRTG 750 ML,09998807105,099988071058,MENAGE A TROIS WHITE 750ML
00071990095116,071990095116,BLUE MOON BELGIAN WHITE ALE BEER 6 CT 12 OZ LONG NECK BTL CRTN 72 OZ,07199009511,071990095116,BLUE MOON 4/6  12 OZ LN
00034100003234,034100003234,REDDS WICKED APPLE ALE BEER 1 CT 24 OZ CAN 24 OZ,03410000323,034100003234,REDDS WK APL 12/24 OZCN
00083085420130,083085420130,RUFFINO PROSECCO ROSE SPARKLING WINE 12/750 ML,08308542013,083085420130,RUFFINO ROSE SPRK 750ML
00085200118823,085200118823,SUTTER HOME CAL PINOT NOIR 187 ML,85200101337,085200118823,SUTTER HOME P NOIR
00087692100126,087692100126,SAMUEL ADAMS CARRIER 6X12OZ BOTTLES SAMUEL ADAMS BOSTON LAGER,08769210012,087692100126,SAM ADAMS 4/6 12 OZ NR
00088415784050,088415784050,SIMI SONOMA COUNTY CHARDONNAY 750ML,88415784104,088415784050,SIMI COUNTY CHARD ON-P
00837434000036,837434000036,GARY FARRELL WINES GFW PINOT NOIR RUSSIAN RIVER 750 ML,83743400003,837434000036,GARY FARRELL P NOIR RR 750ML
00088586010347,088586010347,14 HANDS PINOT GRIGIO 375ML CAN,08858601034,088586010347,14 HANDS P GRIGIO CAN 375ML
00087692009719,087692009719,TRULY WRAP 24X12OZ SLIM CAN LSE TRULY VARIETY PACK VP 4 STYLE,11111111111,087692009719,TRULY HARD SELTZER VARIETY 6 FLAVOR 24/12 SLEEK CAN
00853045008483,853045008483,SYCAMORE JUICINESS IPA 8PK CAROLINA CRAFT BEER,11111111111,853045008483,SYCAMORE JUICINESS 24/16 CAN 3/8
00642860150268,642860150268,FOUNDERS RUBAEUS RASPBERRY ALE BEER 6 CT 12 OZ LONG NECK BTL CRTN 72 OZ,11111111111,642860150268,FOUNDERS RUBAEUS 4/6 12 OZ CN
10083120004032,083120004035,OAK LEAF MERLOT 1.5L BOTTLE,08312000403,083120004035,OAKLEAF MERLOT 1.5L
00071990301286,071990301286,COORS LIGHT BEER 24 CT 16 OZ CAN IN BOX 384 OZ,11111111111,071990301286,COORS LIGHT 24/16OZ SUIT
00083120101994,083120101994,FRAN SLVRBCH BX WHT VARTL OTH 5 LTR+,08312010199,083120101994,FRANZIA REFRESH WHTE HF BNB 5L
00084704091212,084704091212,KORBEL SPARKLING CALIFORNIA BRUT CHAMPAGNE 6/4/187ML CROWN CAP,08470409121,084704091212,KORBEL BRUT CHAMP 4PK CROWN
00082100179029,082100179022,ARBOR MIST EXOTIC FRUIT WHITE ZINFANDEL 12/750ML,08210079023,082100179022,A MIST EXOTIC W. ZIN 750ML
00081434710161,081434710161,BLACK BOX ROSE 12/500ML TETRA,08143471016,081434710161,BLACK BOX ROSE GO PACK   500ML
00088352116907,088352116907,OLD MEDLEY KY STRG BRBN SR MSH 12 YR 750 ML,88352116907,088352116907,OLD MEDLEY 12YR
10081308003853,081308003856,CHLOE ROSE CENTRAL COAST 750ML BOTTLE,81308003856,081308003856,CHLOE ROSE ON-P 18
00085000017730,085000017739,LA MARCA PROSECCO 12/750ML,11111111111,085000017739,LA MARCA PROSECCO 750
00085200618743,085200618743,SUTTER HOME CHARDONNAY 187 ML,85200100767,085200618743,SUTTER HOME CHARD ON-P
00088586003431,088586003431,COLUMBIA CREST H3 MERLOT 17 12/750ML BOTTLE,08858600343,088586003431,COL CREST MERLOT H3 +14 750ML
00642860900245,642860900245,FOUNDERS ALL DAY IPA BEER 15 CT 12 OZ CAN IN BOX 180 OZ,11111111111,642860900245,FOUNDERS ALL DAY IPA 15/12 OZ CN
00087692011279,087692011279,TRULY WRAP 24X12OZ SLIM CAN LSE TRULY LEMONADE VARIETY PACK VP,11111111111,087692011279,TRULY LEMONADE VARIETY 24/12 LOOSE CAN
00081753833909,081753833909,THE PALM WHISP ANGEL PROV ROSE 12/750ML BOTTLE,88320002171,081753833909,THE PALM ROSE 20
40085000022434,085000022436,LA MARCA PROSECCO DI CONEGLIANO 24/187ML BOTTLE,11111111111,085000022436,LA MARCA PROSECCO 24/187
00086003051843,086003051843,R MNDVI CAB SAV CABERNET SAUV 750 ML,86003001039,086003051843,RMW NAPA CAB SAUV ON-P
00086003253001,086003253001,CHARLES SMITH WINES KUNG FU GIRL RIESLING 12/750ML BOTTLE,08600325300,086003253001,CHARLES SMITH RIES KG FU NWUPC 750ML
00083804047235,083804047235,COOK'S CALIFORNIA CHAMPAGNE EXTRA DRY 750ML BOTTLES,08380404723,083804047235,COOKS EXTRA DRY OL 750ML
00859086004453,859086004453,HI-WIRE GOSE CAN SIX PACK ONE OF CANS,11111111111,859086004453,HI WIRE CITRA GOSE 6PK CAN
00851464003089,851464003089,REVOLUTION BREWING ANTI-HERO IPA 6 PACK 12 OZ CANS,11111111111,851464003089,REV ANTI-HERO 4/6 CAN--IPA
00070310014837,070310014837,SEAGRAMS ESCAPES SPIKED JAMAICAN ME HAPPY MALT BEVERAGE 1 CT 24 OZ CAN 23.5 OZ,11111111111,070310014837,SEAGRAMS SPIKED JAMAICAN ME HAPPY 12/23.5 CAN
00080432108192,080432108192,JACOB CREEK DOUBLE BARREL SHIRAZ 6/750ML,08043210819,080432108192,JACOBS CRK SHIRAZ DBL BRL6P+14
00085200918744,085200918744,SUTTER HM WHITE WHT ZINFANDEL 187 ML,85200100750,085200918744,SUTTER HOME WH ZIN ON-P
00866166000007,866166000007,BLOWING ROCK HIGH COUNTRY ALE,11111111111,866166000007,BLOWING ROCK HIGH COUNTRY 4/6/12OZ CANS
00033544950531,033544950531,CORONA FAMILIAR BEER 12 CT 12 OZ LONG NECK BTL CRTN 144 OZ,11111111111,033544950531,CORONA FAMILIAR 2/12 BTL
00864974000301,864974000301,NOBLE CIDER GOLDEN ARROW' 12OZ 4-PACK,11111111111,864974000301,NOBLE GOLDEN ARROW 6/4/12OZ CAN
00817606010780,817606010780,POWDER DREAMS 16 OZ CAN,11111111111,817606010780,CAPT LAW POWDER DREAMS IPA 6/4 16OZ CANS
00087692004240,087692004240,TRULY WRAP 12X12OZ SLIM CAN TRULY VARIETY PACK VP CITRUS,11111111111,087692004240,TRULY CITRUS VARIETY PACK 2/12/12 CAN
00726452000152,726452000152,MONTE ANTICO TOSCANA16 750ML BOTTLE,72645210035,726452000152,MONTE ANTICO ROSSO
10083120101892,083120101895,FRANZIA CABERNET SAUVIGNON 5L BOX,08312010189,083120101895,FRANZIA CAB 5L
00087692821021,087692821021,ANGRY ORCHARD CARRIER 6X12OZ BOTTLES ANGRY ORCHARD CRISP APPLE,08769262102,087692821021,ANG ORC  AP 4/6 12 OZ LN
00034100001605,034100001605,ICEHOUSE BEER 4 CT 16 OZ CAN 64 OZ,03410000882,034100001605,ICEHOUSE 6/4/16 CN
00669576020562,669576020562,DUCKHORN DECOY ROSE 12/750ML BOTTLE,66957602056,669576020562,DUCKHORN DECOY ROSE
30085000026107,085000026106,DARKHORSE DOUBLE DOWN RED BLEND 750ML BOTTLE,11111111111,085000026106,DARK HORSE DOUBLE DOWN RED BLEND 750
00894509008809,894509008809,THREE THVES CAL CABERNET SAUV 750 ML,89450900880,894509008809,THREE THIEVES CAB NAPA 750ML
00080480000264,080480000264,BACARDI RUM DRGN BRY 1000 ML,80480000264,080480000264,BAC DRAGON BRY RUM BAR
00085200118861,085200118861,SUTTER HOME CALIFORNIA RED BLEND 6/4/187ML PET,08520011886,085200118861,SUTTER RED BLEND 6/4PK PET 187ML
00082100179244,082100179244,ARBOR MIST BLACKBERRY MERLOT 6/1.5L,08210017924,082100179244,ARBOR MIST BLCKB MERLOT 1.5L
00082100009527,082100009527,RICHARDS WILD IRISH ROSE RED 6/1.5L,08210000952,082100009527,RICHARDS WILD IRISH ROSE 18%
00865776000056,865776000056,ELOUAN CHARDONNAY 12/750ML BOTTLE,11111111111,865776000056,ELOUAN CHARD
00087872630139,087872630139,STELLA ROSA ROSSO 12/750ML,08787263013,087872630139,STELLA ROSA ROSSO TRAY PK 750M
00034100625092,034100625092,ICEHOUSE BEER 12 CT 12 OZ LONG NECK BTL IN BOX 144 OZ,03410062509,034100625092,ICEHOUSE 2/12 12 OZ LN
00089016017943,089016017943,CAPRICCIO WHITE 13.9% 750ML,08901601794,089016017943,CAPRICCIO BUBBLY WHITE SANGRIA
10083120100697,083120100690,FRANZIA CHILLABLE RED 5L BOX,08312010069,083120100690,FRANZIA CHILL RED 5L
00080120281534,080120281534,ALMADEN CHARDONNAY 5.0L BOX,08012028153,080120281534,ALMADEN CHARD BOX 5L
00082734467021,082734467021,CONCHA Y TORO FRONTERA MALBEC 6/1.5L,08273446702,082734467021,FRONTERA MALBEC CLUB 1.5L
00081308001326,081308001326,CUPCAKE PROSECCO SPARKLING 12/750ML BOTTLES,08312010369,081308001326,CUPCAKE PROSECCO 750ML
00796030824319,796030824319, KONA SELTZER VARIETY PACK 2/12 CN,11111111111,796030824319,KONA SELTZER VARIETY 24/12 CAN 2/12
00011034500053,011034500053,MARTINI & ROSSI ASTI SPUMANTE 12/750ML,11034500053,011034500053,M&R ASTI
00899539000588,899539000588,TERRAPIN BEER SEASONAL SESSION 6PK 12OZ CAN,11111111111,899539000588,TERRAPIN MOO HOO 4/6 PK CAN 24/12
60081308050319,081308050317,FISH EYE PINOT GRIGIO 3L BOX,08130805031,081308050317,FISH EYE PINOT GRIGIO   3L 6PK
00611269277364,611269277364,RED BULL - BEVERAGE SUGARFREE 8.4OZ 4-PACK TRAY,61126943472,611269277364,REDBULL SUGARFREE 8.4OZ 1/24 CN
00034100577094,034100577094,MILLER LITE BEER 12 CT 8 OZ CAN IN BOX 96 OZ,11111111111,034100577094,LITE 2/12/8OZ CAN
00081308001579,081308001579,FLIPFLOP MOSCATO 12/750ML BOTTLE,08130800157,081308001579,FLIP FLOP MOSCATO 750ML
10082242010457,082242010450,BOTA CABERNET SAUVIGNON 3L BOX,08224201045,082242010450,BOTA BOX CAB 3PK 3L
00089000604524,089000604524,CLEAR SPRING VDK 190 PRF PLST 750 ML,89000604524,089000604524,CLEAR SPRINGS ALCOHOL
00087692009702,087692009702,TRULY CAN 24OZ TRULY PINEAPPLE,11111111111,087692009702,TRULY PINEAPPLE 12/24 CAN
00085000018682,085000018682,BAREFOOT SWT RD RED BLND/MRTG 1.5 LTR,85000018682,085000018682,W BAREFOOT SWT RED 1.5 L
00850009785008,850009785008,WICKED WEED BREWING PERNICIOUS 16OZ CAN,11111111111,850009785008,WICKED WEED PERNICIOUS 24/16 CAN
00860000183178,860000183178,UNO MAS RTD REGULAR 250ML 9.9% 4-PACK,86000018317,860000183178,UNO MAS MARGARITA LIME BBL 6/4
00071990480165,071990480165,KEYSTONE LIGHT BEER 18 CT 12 OZ CAN IN BOX 216 OZ,11111111111,071990480165,KEYSTONE LIGHT 18 PACK CAN
00085200600472,085200600472,WINE CUBE CALIF CHARDONNAY 500 ML,85200660476,085200600472,WINE CUBE CHARD TETRA
00086785212463,086785212463,ROSCATO LOMBARDY ROSE DOLCE 12/750ML BOTTLE,08678521246,086785212463,ROSCATO ROSE DOLCE SCREW CAP 7
00635985800064,635985800064,WHITE CLAW HARD SELTZER FLAVOR COLLECTION NO 2 VARIETY PACK MALT BEVERAGE 12 CT 12 OZ CAN IN BOX 144 OZ,11111111111,635985800064,W CLAW 2ND VARIETY 12PK
00763176120070,763176120070,DESCHUTES FRESH SQUEEZED IPA BEER 6 CT 12 OZ CAN IN BOX 72 OZ,11111111111,763176120070,DESCHUTES FRESH SQUEEZED IPA 4/6 12OZ CANS
00088076161863,088076161863,CIROC SNAP FRST VODKA IMPORTD 750 ML,88076182110,088076161863,CIROC VODKA
00087692011033,087692011033,SAMUEL ADAMS CARTON 12X12OZ BOTTLES SAMUEL ADAMS SEASONAL,11111111111,087692011033,SAM ADAMS COLD SNAP WHITE ALE 2/12/12Z NR
00087692000839,087692000839,ANGRY ORCHARD WRAP 12X12OZ ANGRY ORCHARD CRISP APPLE,08769200083,087692000839,ANGRY ORCHARD CRISP  2/12/12OZ
00086785211367,086785211367,ROSCATO ROSSO DOLCE LOMBARDY RED BLEND 12/2/250ML CAN,86785211367,086785211367,ROSCATO ROSSO DOLCE 2PK
00081434031266,081434031266,REX GOLIATH MERLOT 12/750ML BOTTLE,08143403126,081434031266,REX GOLIATH MERLOT NL 750ML
00085200518746,085200518746,SUTTER HOME CABERNET SAUV 187 ML,85200100798,085200518746,SUTTER HOME CAB SAUV
00071990316006,071990316006,COORS LIGHT BEER 24 CT 12 OZ CAN IN BOX 288 OZ,11111111111,071990316006,LIGHT SUITCASE 24/12OZ
00087872633406,087872633406,STELLA ROSA RED 12/750ML,08787263340,087872633406,STELLA ROSA RED IL CONTE 750ML
00082000752974,082000752974,BULLEIT 95 RYE STRAIGHT RYE 1.0 LTR,82000752974,082000752974,BULLEIT RYE WSKY 95
00717888520024,717888520024,HESS SELECT MONTEREY CHARDONNAY 750ML BOTTLE,71788852002,717888520024,HESS CHARD SELECT NL 750ML
00089016017264,089016017264,CAPRICCIO SPARKLING SANGRIA 13.9% 750ML,08901601726,089016017264,CAPRICCIO BUBBLY SANGRIA 6PK 750ML
00819942001439,819942001439,WILD BASIN MIXED BERRY VARIETY PACK CARTON,11111111111,819942001439,OB WILD BASIN BERRY VARIETY 2/12PK CAN
00081434500090,081434500090,BLACKSTONE CALIFORNIA CABERNET SAUVIGNON 12/750ML BOTTLE,08143450009,081434500090,BLACKSTONE CAB CA 750ML
00897853002998,897853002998,TAMPA-STYLE LAGER 6 PACK BOX,11111111111,897853002998,CIG LAGER 4/6-12 CANS
00084279993713,084279993713,BELLA BOLLE ITALY PLATINUM PROSECCO 6/750ML BOTTLE,08427999713,084279993713,BELLA BOLLE PROSECCO SPKLG 6PK
00016571940348,016571940348,SPARKLING ICE PEACH NECTARINE 12/17OZ PLASTIC BOTTLE,11111111111,016571940348,SPARKLING PEACH NECT 12/17OZ BTL
00080660956756,080660956756,CORONA LIGHT BEER 12 CT 12 OZ LONG NECK BTL IN BOX 144 OZ,08066095675,080660956756,CORONA LT 2/12 12 OZ LN
00018200202636,018200202636,MICHELOB ULTRA ORGANIC SELTZER VARIETY PACK MALT BEVERAGE 12 CT 12 OZ CAN IN BOX 144 OZ,01820020991,018200202636,MIC ULTRA SEL 2/12 CA
00087692752318,087692752318,TWISTED TEA CAN 24OZ TWISTED TEA HALF & HALF,87692752318,087692752318,SAM HALF/HALF  12/24OZ C
00082000786016,082000786016,SMIRNOFF SOURCED PINEAPPLE COCONUT MALT BEVERAGE 6 CT 11 OZ LONG NECK BTL CRTN 67.2 OZ,11111111111,082000786016,SMIRNOFF SOURCED PINEAPPLE COCONUT 4/6/11.2 BTL
00087692752318,087692752318,TWISTED TEA CAN 24OZ TWISTED TEA HALF & HALF,87692752318,087692752318,SAM TTEA HALF 12/24 OZCN
00085200600076,085200600076,WINE CUBE CALIF CABERNET SAUV 3.0 LTR,85200600076,085200600076,WINE CUBE CAB SAUV
00083820567939,083820567939,RED STRIPE BEER 6 CT 11 OZ GLASS BOTTLE IN CRTN 67.2 OZ,08382056793,083820567939,RED STRIPE 4/6 11.2 OZLN
00081392000090,081392000090,J ROGET EXTRA DRY CHAMPAGNE 750ML BOTTLE,08139200009,081392000090,J ROGET X DRY 750ML
00860001022704,860001022704,RANCHO LA GLORIA MANGO 13.9% 750ML,86000102270,860001022704,RANCHO LA GLORIA MANGO 750ML
00085000025031,085000025031,C ROSSI SOFT WH TABLE OTHER 750 ML,11111111111,085000025031,CARLO ROSSI PINK MOSCATO SANGRIA 750
40085976034158,085976034150,MANISCHEWITZ CONCORD GRAPE 6/1.5L BOTTLE,08597603415,085976034150,MANISCHEWITZ CONCORD GRAPE 1.5L
00082242294935,082242294935,GNARLY HEAD ZINFANDEL OLD VINE 12/750ML,08224229493,082242294935,GNARLY HEAD ZIN +14% 750ML
00855310008723,855310008723,CROOK AND MARKER - 11.5OZ CANS SPIKED LEMONADE VARIETY 8 PACK,11111111111,855310008723,CROOK & MARKER SPIKED LEMONADE VARIETY 3/8/11.5 CAN
00087236002114,087236002114,REMY MARTIN 1738 ROYAL ACCORD COGNAC 6/750ML,08723600211,087236002114,REMY MARTIN 1738 ROYAL 6PK 750
00080480016210,080480016210,BACARDI WHT RUM SPRR 50 ML,80480016210,080480016210,BAC LIGHT RUM
00078000011814,078000011814,7UP DIET ZERO SODA 2/12/12OZ CANS ,11111111111,078000011814,DT 7UP 2/12 CAN
00723830212121,723830212121,LAGUNITAS INDIA PALE ALE BEER 12 CT 12 OZ CAN IN BOX 144 OZ,11111111111,723830212121,LAGUNITAS IPA 2/12 12 OZ CAN
00088586005725,088586005725,14 HANDS PINOT GRIGIO 12/750ML BOTTLE,08858600572,088586005725,14 HANDS P GRIGIO 750ML
00085200600083,085200600083,WINE CUBE SV BL SAV BL/FME BL 3.0 LTR,85200660551,085200600083,WINE CUBE SAUV BLANC
00085000024225,085000024225,PETER VLA M SNG TABLE OTHER 5 LTR+,08500002422,085000024225,PETER VELLA MOSCATO SANGRIA
